# Branch cleanup 2026-06-25 — branch<TAB>SHA recovery record
# Recover any branch with: git branch <name> <sha>
claude/hardcore-poitras-4022d2	6418a5eb6
super-employee/codex/bug-82814-94ab2e	dc22562dc
super-employee/codex/bug-82814-cb4013	dc22562dc
super-employee/codex/bug-82814-dbfc15	dc22562dc
super-employee/codex/bug-82814-e0977b	dc22562dc
super-employee/codex/bug-82814-e2746e	dc22562dc
super-employee/codex/bug-82814-f4be88	dc22562dc
super-employee/codex/bug-84156-1035fb	579c7de6f
super-employee/codex/bug-84156-17731f	579c7de6f
super-employee/codex/bug-84156-3b2d8c	579c7de6f
super-employee/codex/bug-84156-99fe4c	579c7de6f
super-employee/codex/bug-84156-a3ebc3	579c7de6f
super-employee/codex/bug-84156-c3839f	579c7de6f
super-employee/codex/bug-87317-12217a	dc22562dc
super-employee/codex/bug-87317-43cd12	dc22562dc
super-employee/codex/bug-87317-6923fb	dc22562dc
super-employee/codex/bug-87317-6a3edd	dc22562dc
super-employee/codex/bug-87317-cf7530	dc22562dc
super-employee/codex/bug-87317-d01a46	dc22562dc
super-employee/codex/bug-91475-4e8c11	579c7de6f
super-employee/codex/bug-91475-a3ee8	579c7de6f
super-employee/codex/bug-91475-b257ea	579c7de6f
super-employee/codex/bug-91475-c86fd5	579c7de6f
super-employee/codex/bug-91475-d544a1	579c7de6f
super-employee/codex/bug-91475-f6d68f	579c7de6f
super-employee/codex/bug-92523-45e284	579c7de6f
super-employee/codex/bug-92523-838e38	579c7de6f
super-employee/codex/bug-92523-8e49e1	579c7de6f
super-employee/codex/bug-92523-97bb88	579c7de6f
super-employee/codex/bug-92523-c9ade2	579c7de6f
super-employee/codex/bug-92523-eecae6	579c7de6f
super-employee/codex/bug-97283-1bcef4	579c7de6f
super-employee/codex/bug-97283-6a6da0	579c7de6f
super-employee/codex/bug-97283-94aad2	579c7de6f
super-employee/codex/bug-97283-b5e64	579c7de6f
super-employee/codex/bug-97283-d9c40f	579c7de6f
super-employee/codex/bug-97283-fbf81e	579c7de6f
super-employee/codex/bug-98763-30b838	579c7de6f
super-employee/codex/bug-98763-530068	579c7de6f
super-employee/codex/bug-98763-618aa8	579c7de6f
super-employee/codex/bug-98763-7e1b69	579c7de6f
super-employee/codex/bug-98763-8819cf	579c7de6f
super-employee/codex/bug-98763-993934	579c7de6f
super-employee/codex/bug-99223-1ee3c	425e8d652
super-employee/codex/bug-99223-255f83	425e8d652
super-employee/codex/bug-99223-70a9f0	425e8d652
super-employee/codex/bug-99223-842251	425e8d652
super-employee/codex/bug-99223-d49632	425e8d652
super-employee/codex/bug-99223-f8495d	425e8d652
super-employee/codex/bug-9959-1d17be	425e8d652
super-employee/codex/bug-9959-205fcf	425e8d652
super-employee/codex/bug-9959-2fca74	425e8d652
super-employee/codex/bug-9959-6dd447	425e8d652
super-employee/codex/bug-9959-8ff1da	425e8d652
super-employee/codex/bug-9959-a54fcf	425e8d652
super-employee/codex/codex-2026-06-18t21-31-61794-85b474	8bc2153ca
super-employee/codex/codex-54688-b4149d	8bc2153ca
super-employee/codex/task-11900-2faf1b	af4800cd7
super-employee/codex/task-12325-caec05	af4800cd7
super-employee/codex/task-13753-2001b2	425e8d652
super-employee/codex/task-14068-651bb2	579c7de6f
super-employee/codex/task-14068-9558fe	579c7de6f
super-employee/codex/task-14453-675a9e	af4800cd7
super-employee/codex/task-15494-894a41	ddb37988c
super-employee/codex/task-15494-8d6646	ddb37988c
super-employee/codex/task-15675-9fdc0f	ddb37988c
super-employee/codex/task-16377-25526e	579c7de6f
super-employee/codex/task-16377-4e4b8	579c7de6f
super-employee/codex/task-16660-3c308	579c7de6f
super-employee/codex/task-16660-8eb320	579c7de6f
super-employee/codex/task-19176-207f55	05b1cc796
super-employee/codex/task-23491-2e6f2f	579c7de6f
super-employee/codex/task-23491-630867	579c7de6f
super-employee/codex/task-25313-59dbaa	ddb37988c
super-employee/codex/task-25313-f3948b	ddb37988c
super-employee/codex/task-26403-90f169	579c7de6f
super-employee/codex/task-26403-f4814b	579c7de6f
super-employee/codex/task-27285-8b14de	ce8d5231d
super-employee/codex/task-27285-e34c35	ce8d5231d
super-employee/codex/task-27980-47573	579c7de6f
super-employee/codex/task-27980-dd0714	579c7de6f
super-employee/codex/task-31846-2ab4f2	a9c685b37
super-employee/codex/task-31846-43cab0	ddb37988c
super-employee/codex/task-31962-2db247	579c7de6f
super-employee/codex/task-31962-eba648	579c7de6f
super-employee/codex/task-32736-2708d4	ddb37988c
super-employee/codex/task-32736-4b8eec	a9c685b37
super-employee/codex/task-3398-4c7fee	ce8d5231d
super-employee/codex/task-3398-4eba11	ce8d5231d
super-employee/codex/task-3428-9a88ee	579c7de6f
super-employee/codex/task-35246-343114	579c7de6f
super-employee/codex/task-35246-418eac	579c7de6f
super-employee/codex/task-41770-ac3c20	74f4628e6
super-employee/codex/task-41770-cee317	74f4628e6
super-employee/codex/task-42363-28aadb	579c7de6f
super-employee/codex/task-42363-2951e4	579c7de6f
super-employee/codex/task-44590-7661b0	579c7de6f
super-employee/codex/task-44590-ae230e	579c7de6f
super-employee/codex/task-46923-13d733	579c7de6f
super-employee/codex/task-46923-718d86	579c7de6f
super-employee/codex/task-4747-7d17a5	425e8d652
super-employee/codex/task-47700-17addf	3447a4315
super-employee/codex/task-47700-cc7fa8	3447a4315
super-employee/codex/task-48389-1d7d90	579c7de6f
super-employee/codex/task-48389-8cc4c2	579c7de6f
super-employee/codex/task-48662-ebba0a	ce8d5231d
super-employee/codex/task-48662-f9f757	ce8d5231d
super-employee/codex/task-48856-622792	579c7de6f
super-employee/codex/task-48856-8f378c	579c7de6f
super-employee/codex/task-51651-5b5453	579c7de6f
super-employee/codex/task-51651-67b44a	579c7de6f
super-employee/codex/task-52430-26afff	ce8d5231d
super-employee/codex/task-52430-e931a2	ce8d5231d
super-employee/codex/task-53511-5a9d90	ce8d5231d
super-employee/codex/task-53511-62cee6	ce8d5231d
super-employee/codex/task-54422-85f286	579c7de6f
super-employee/codex/task-54422-b5f7f9	579c7de6f
super-employee/codex/task-5618-343f2c	425e8d652
super-employee/codex/task-5623-51c01d	97dd612a8
super-employee/codex/task-5623-eb07af	97dd612a8
super-employee/codex/task-57549-370356	ce8d5231d
super-employee/codex/task-57549-f47ace	ce8d5231d
super-employee/codex/task-59432-31de65	579c7de6f
super-employee/codex/task-59432-878953	579c7de6f
super-employee/codex/task-59631-4c26f1	579c7de6f
super-employee/codex/task-59631-73b39e	579c7de6f
super-employee/codex/task-60121-744106	579c7de6f
super-employee/codex/task-60121-e2f0a3	579c7de6f
super-employee/codex/task-61128-8e0a20	579c7de6f
super-employee/codex/task-61128-d0b269	579c7de6f
super-employee/codex/task-61935-92e096	579c7de6f
super-employee/codex/task-61935-ac721e	579c7de6f
super-employee/codex/task-6210-e7301b	425e8d652
super-employee/codex/task-63258-3dd282	ce8d5231d
super-employee/codex/task-63811-4544ee	97dd612a8
super-employee/codex/task-63811-4a011f	97dd612a8
super-employee/codex/task-64755-8ccee	97dd612a8
super-employee/codex/task-66121-34335c	579c7de6f
super-employee/codex/task-66121-a37ad3	579c7de6f
super-employee/codex/task-68221-717237	579c7de6f
super-employee/codex/task-68221-d5b82b	579c7de6f
super-employee/codex/task-69085-752417	579c7de6f
super-employee/codex/task-69085-91607e	579c7de6f
super-employee/codex/task-70337-25dfc2	3a3a8fae7
super-employee/codex/task-70337-63bc46	3a3a8fae7
super-employee/codex/task-70928-391f9e	579c7de6f
super-employee/codex/task-70928-5903e9	579c7de6f
super-employee/codex/task-72251-a2beba	dc22562dc
super-employee/codex/task-72251-dc8fb1	579c7de6f
super-employee/codex/task-77465-736654	ce8d5231d
super-employee/codex/task-77465-90a121	ce8d5231d
super-employee/codex/task-78689-10a21b	579c7de6f
super-employee/codex/task-78689-2ae53c	579c7de6f
super-employee/codex/task-80515-1477b9	579c7de6f
super-employee/codex/task-80515-b7de7a	579c7de6f
super-employee/codex/task-80637-dd9450	579c7de6f
super-employee/codex/task-80637-fb39e5	579c7de6f
super-employee/codex/task-82814-873f3a	dc22562dc
super-employee/codex/task-82814-bcd71c	dc22562dc
super-employee/codex/task-84156-db1702	579c7de6f
super-employee/codex/task-84156-e6810c	579c7de6f
super-employee/codex/task-87317-cc75c1	dc22562dc
super-employee/codex/task-87317-fc9ca6	dc22562dc
super-employee/codex/task-91475-72d23f	579c7de6f
super-employee/codex/task-91475-b928e7	579c7de6f
super-employee/codex/task-92523-6362eb	579c7de6f
super-employee/codex/task-92523-d290c0	579c7de6f
super-employee/codex/task-94956-8993be	97dd612a8
super-employee/codex/task-97283-47d5e3	579c7de6f
super-employee/codex/task-97283-97069f	579c7de6f
super-employee/codex/task-98571-5251dd	579c7de6f
super-employee/codex/task-98763-c3b7eb	579c7de6f
super-employee/codex/task-99223-58668b	425e8d652
super-employee/codex/task-9959-1dc78	425e8d652
super-employee/codex/x-14068-328be3	579c7de6f
super-employee/codex/x-15494-943eea	ddb37988c
super-employee/codex/x-16377-157f57	579c7de6f
super-employee/codex/x-16660-672f2f	579c7de6f
super-employee/codex/x-23491-911b5	579c7de6f
super-employee/codex/x-25313-32f2c4	ddb37988c
super-employee/codex/x-26403-3007b	579c7de6f
super-employee/codex/x-27285-13b3be	ce8d5231d
super-employee/codex/x-27980-44e77e	579c7de6f
super-employee/codex/x-31846-3236c3	a9c685b37
super-employee/codex/x-31962-9cae6	579c7de6f
super-employee/codex/x-32736-54881b	a9c685b37
super-employee/codex/x-3398-44ae2	ce8d5231d
super-employee/codex/x-3428-3d06c3	579c7de6f
super-employee/codex/x-35246-e177ab	579c7de6f
super-employee/codex/x-41770-bb805c	74f4628e6
super-employee/codex/x-42363-41764f	579c7de6f
super-employee/codex/x-44590-e4025b	579c7de6f
super-employee/codex/x-46923-e9a747	579c7de6f
super-employee/codex/x-47700-a4ea33	3447a4315
super-employee/codex/x-48389-b037c2	579c7de6f
super-employee/codex/x-48662-1dab70	ce8d5231d
super-employee/codex/x-48856-6f5eb6	579c7de6f
super-employee/codex/x-51651-f55a18	579c7de6f
super-employee/codex/x-52430-b7189c	ce8d5231d
super-employee/codex/x-53511-e91e13	ce8d5231d
super-employee/codex/x-54422-3dd27	579c7de6f
super-employee/codex/x-5623-eb6256	97dd612a8
super-employee/codex/x-57549-559f34	ce8d5231d
super-employee/codex/x-59432-177118	579c7de6f
super-employee/codex/x-59631-a2d782	579c7de6f
super-employee/codex/x-60121-3adcf	579c7de6f
super-employee/codex/x-61128-2b857a	579c7de6f
super-employee/codex/x-61935-ab5083	579c7de6f
super-employee/codex/x-6210-3bcc7a	425e8d652
super-employee/codex/x-63811-a3b378	97dd612a8
super-employee/codex/x-66121-75d880	579c7de6f
super-employee/codex/x-68221-163748	579c7de6f
super-employee/codex/x-69085-9e65cc	579c7de6f
super-employee/codex/x-70337-571806	3a3a8fae7
super-employee/codex/x-70928-7720d2	579c7de6f
super-employee/codex/x-72251-6171e2	dc22562dc
super-employee/codex/x-77465-6784d3	ce8d5231d
super-employee/codex/x-78689-901d09	579c7de6f
super-employee/codex/x-80515-454470	579c7de6f
super-employee/codex/x-80637-a8cae9	579c7de6f
super-employee/codex/x-82814-176b3f	dc22562dc
super-employee/codex/x-84156-add2d8	579c7de6f
super-employee/codex/x-87317-812df5	dc22562dc
super-employee/codex/x-91475-f60c0b	579c7de6f
super-employee/codex/x-92523-a9bf40	579c7de6f
super-employee/codex/x-97283-b3eadd	579c7de6f
super-employee/codex/x-98763-f59b79	579c7de6f
super-employee/codex/x-99223-9adf2d	425e8d652
super-employee/codex/x-9959-b43610	425e8d652
